albumID,artist,popular,loudness,speechiness,duration
2731,RobinThicke,53,-7.6,0.03,4.9
2732,SnoopDogg,43,-5.62,0.06,4.86
2733,TravisTritt,27,-8.49,0.12,4.86
2734,Chvrches,48,-3.96,0.04,4.86
2735,Lorde,37,-11.72,0.06,4.85
2736,AlisonKrauss,17,-6.45,0.04,4.85
2737,AAPRocky,33,-9.91,0.04,4.85
2738,Jeremih,33,-6.65,0.04,4.83
2739,Panic!AttheDisco,34,-8.67,0.04,3.48
2740,SherylCrow,60,-7.1,0.07,4.83
2741,TraceAdkins,37,-8.28,0.03,4.83
2742,Tyga,8,-14.27,0.03,4.35
2743,RubyRose,68,-5.86,0.03,4.81
2744,BoneThugs-n-Harmony,41,-4.69,0.11,4.81
2745,DavidNail,13,-4.17,0.05,4.81
2746,DuranDuran,38,-13.9,0.04,2.3
2747,KipMoore,41,-5.39,0.08,4.79
2748,Wallpaper.,65,-4.03,0.36,4.79
2749,DejLoaf,35,-3.78,0.04,4.79
2750,AshleyMonroe,17,-3.85,0.05,4.79
2751,ChristinaAguilera,56,-2.44,0.04,4.79
2752,DianaRoss,43,-2.24,0.11,4.79
2753,LucianoPavarotti,60,-11.43,0.04,4.78
2754,LuckyDube,77,-5.84,0.23,2.64
2755,Nas,18,-6.39,0.04,4.78
2756,NorahJones,40,-5.27,0.07,3.28
2757,MasonNoise,37,-7.71,0.14,4.78
2758,MadelynVictoria,32,-10.46,0.04,4.78
2759,AliciaKeys,34,-6.98,0.04,4.77
2760,Avicii,67,-7.51,0.04,4.77
2761,BryanAdams,83,-8.95,0.04,4.77
2762,FaithHill,55,-9.77,0.04,4.77
2763,MGK,46,-10.58,0.08,4.76
2764,Scarface,60,-3.5,0.22,4.76
2765,AustinMahone,56,-14.38,0.04,4.76
2766,Disclosure,48,-3.65,0.1,4.76
2767,JamesBay,44,-7.9,0.05,4.72
2768,XanderDemos,72,-5.55,0.05,4.72
2769,JonyPrivat,30,-4.1,0.06,4.72
2770,CharliePuth,69,-8.68,0.03,4.72
2771,AmyWinehouse,39,-6.9,0.04,4.72
2772,G-Eazy,49,-21.75,0.04,4.72
2773,GretchenWilson,20,-4.17,0.12,4.7
2774,JhenAcAiko,52,-6.14,0.03,4.7
2775,Mumford&Sons,16,-9.51,0.03,4.7
2776,Nickelback,87,-6.96,0.05,4.7
2777,SaraEvans,31,-14.01,0.03,4.69
2778,SeanPaul,33,-8.58,0.04,4.69
2779,SpiceGirls,69,-7.95,0.15,4.69
2780,Train,51,-14.16,0.04,5.02
2781,WilliamMichaelMorgan,54,-8.28,0.03,4.69
2782,thtthe,76,-7.09,0.05,2.74
2783,ConwayTwitty,93,-5.49,0.03,4.68
2784,Dr.Dre,35,-5.04,0.04,4.68
2785,Ice-T,20,-13.42,0.08,4.68
2786,JenniferNettles,69,-4.67,0.15,4.65
2787,JuneCarterCash,12,-9.3,0.04,4.65
2788,KrisKristofferson,56,-5.73,0.04,4.65
2789,LilBoosie,42,-18.83,0.04,3.14
2790,LucindaWilliams,35,-13.56,0.03,3.36
2791,MarvinGaye,54,-7.35,0.08,4.64
2792,TheScript,47,-3.96,0.03,4.64
2793,Zedd,75,-9.18,0.03,4.64
2794,Kyle(Rapper),63,-9.73,0.11,4.62
2795,Dan+Shay,45,-4.85,0.1,4.62
2796,AaronLewis,54,-7.21,0.06,4.62
2797,AmberRose,65,-6.46,0.22,4.59
2798,BillyCurrington,80,-9.12,0.03,4.69
2799,CherLloyd,40,-19.13,0.06,4.53
2800,KurtCobain,30,-7.94,0.04,4.59
2801,Paramore,58,-5.58,0.03,4.59
2802,P!nk,1,-6.64,0.04,6.24
2803,Salt-N-Pepa,42,-4.63,0.06,4.59
2804,Slipknot,34,-6.02,0.1,4.59
2805,Tarkan,38,-12.95,0.21,4.59
2806,TheNotoriousB.I.G.,49,-3.07,0.05,4.59
2807,CharlieAllen,40,-4.78,0.07,4.58
2808,JoeNichols,46,-8.48,0.04,4.14
2809,JohnAnderson,50,-7.2,0.04,4.58
2810,Lil'Kim,28,-3.5,0.04,4.58
2811,Nirvana,48,-12.18,0.03,4.56
2812,OwlCity,32,-6.24,0.07,4.56
2813,Seal,45,-10.42,0.04,4.56
2814,TheBeatles,76,-14.88,0.04,4.5
2815,Zendaya,23,-12.15,0.03,4.56
2816,CAclineDion,47,-11.49,0.04,4.56
2817,DeitrickHaddon,38,-4.32,0.06,4.56
2818,LionelRichie,68,-6.03,0.07,4.53
2819,PanjabiMC,45,-5.94,0.05,4.53
2820,RandyTravis,69,-5.35,0.07,4.53
2821,blink-oneeighttwo,19,-6.45,0.11,4.53
2822,BrendaLee,33,-5.25,0.19,4.53
2823,GeneWatson,30,-5.85,0.05,4.53
2824,J.Cole,66,-6.54,0.03,4.53
2825,JamesBlunt,54,-6.87,0.04,4.52
2826,SaraBareilles,31,-9.58,0.04,4.52
2827,SawyerBrown,47,-5.24,0.21,4.52
2828,TyDollaign,76,-7.09,0.02,4.34
2829,HeidiFeek,34,-5.98,0.04,4.52
2830,SawyerFredericks,49,-5.99,0.04,4.51
2831,AliceCooper,34,-8.07,0.1,4.51
2832,Ashanti,54,-4.03,0.07,4.51
2833,Diddy,36,-6.23,0.04,4.51
2834,Florence+TheMachine,36,-11.79,0.07,4.5
2835,Genesis,45,-7.9,0.05,4.5
2836,HankWilliams,83,-2.91,0.07,4.5
2837,Omarion,67,-5.15,0.09,4.5
2838,ShaneOwens,27,-3.93,0.22,4.44
2839,TheMavericks,28,-4.96,0.07,4.44
2840,TokioHotel,59,-8,0.04,4.44
2841,ChiefKeef,25,-4.61,0.05,4.44
2842,JessGlynne,40,-4.84,0.03,4.42
2843,ElectricLightOrchestra,69,-8.68,0.03,4.42
2844,EmmylouHarris,42,-6.49,0.11,4.42
2845,JulioIglesias,37,-9.8,0.07,4.42
2846,LeAnnRimes,35,-8.97,0.14,4.42
2847,MyChemicalRomance,65,-4.85,0.04,4.42
2848,Torrent,40,-17.53,0.04,4.31
2849,Zahara,37,-10.13,0.04,4.4
2850,SarahRoss,57,-6.57,0.04,3.85
2851,BrysonTiller,15,-6.32,0.03,4.4
2852,BeeGees,44,-4.8,0.06,4.4
2853,BowWow,73,-17.29,0.04,4.4
2854,Cam,62,-7.05,0.02,3.91
2855,CrazyFrog,46,-4.76,0.05,4.38
2856,DavidAllanCoe,61,-6.13,0.37,4.38
2857,Jaheim,45,-3.9,0.17,4.38
2858,JakeMiller,42,-9.31,0.04,8.52
2859,JamieFoxx,32,-4.52,0.03,4.35
2860,Kem,64,-5.29,0.03,4.35
2861,LorrieMorgan,32,-10.58,0.11,4.35
2862,Macklemore,37,-6.26,0.03,4.35
2863,LutherVandross,45,-8.29,0.06,4.35
2864,MajorLazer,72,-5.61,0.05,4.35
2865,MasterP,59,-11.35,0.04,4.35
2866,Omi,29,-6.4,0.06,4.35
2867,OliviaNewton-John,36,-5.21,0.05,4.35
2868,RickyMartin,39,-7.75,0.04,4.35
2869,RonnieDunn,71,-8.26,0.03,4.34
2870,TheRollingStones,39,-9.43,0.03,4.34
2871,TheRunaways,54,-6.65,0.03,4.34
2872,SaintGurmeetRamRahimSinghJiInsan,29,-12.1,0.04,4.34
2873,makogirls,46,-8.19,0.06,4.34
2874,ABC,71,-6.27,0.08,4.34
2875,A.R.Rahman,33,-7.38,0.03,4.34
2876,BigSean,42,-12.18,0.04,4.34
2877,BigTimeRush,37,-7.05,0.06,4.33
2878,BobMarley,41,-5.41,0.09,4.33
2879,BonJovi,41,-4.64,0.05,4.33
2880,ClintBlack,3,-11.84,0.03,4.33
2881,Fabolous,46,-6.44,0.03,4.31
2882,HannahMontana,74,-5.45,0.04,4.31
2883,JessieJamesDecker,19,-7.63,0.03,6.48
2884,Keha,65,-4.7,0.04,4.31
2885,Mario,69,-5.95,0.08,4.31
2886,NSync,53,-9.8,0.04,4.3
2887,ParokyaniEdgar,33,-4.83,0.03,4.3
2888,RodneyCarrington,26,-15.94,0.03,4.3
2889,ToniBraxton,33,-11.97,0.07,4.3
2890,MarianasTrench,38,-10.85,0.09,4.27
2891,bigandrich,57,-6.8,0.09,4.27
2892,TraviScott,56,-13.38,0.06,2.57
2893,AVANT,55,-4.93,0.29,4.27
2894,PnBRock,50,-12.03,0.27,4.27
2895,DaddyYankee,8,-7.88,0.03,4.27
2896,EricClapton,32,-7.85,0.05,4.27
2897,GreenDay,58,-6.91,0.03,4.27
2898,KumarSanu,45,-7.98,0.03,4.21
2899,LLCoolJ,29,-11.79,0.06,4.21
2900,MeatLoaf,57,-7.27,0.03,4.21
2901,ScottHoying,15,-8.88,0.13,4.21
2902,WALKTHEMOON,48,-7.98,0.4,4.21
2903,JonPardi,57,-7.26,0.04,3.66
2904,Migos,28,-10.05,0.03,4.21
2905,ToveLo,38,-6.1,0.03,4.21
2906,Hozier,57,-7.39,0.04,4.21
2907,OlaDips,38,-10.51,0.03,4.21
2908,twoChainz,63,-9.07,0.03,4.21
2909,AC/DC,70,-7.9,0.04,4.21
2910,AllTimeLow,55,-17.19,0.04,2.56
2911,BillieHoliday,76,-8.13,0.03,4.51
2912,BonnieRaitt,60,-9.04,0.02,4.52
2913,Buggles,48,-6.95,0.04,4.21
2914,Dailey&Vincent,30,-9.62,0.05,4.21
2915,CraigMorgan,49,-21.35,0.04,4.18
2916,Disturbed,37,-8.71,0.03,4.18
2917,DonHenley,66,-8.43,0.04,3.95
2918,FrenchMontana,14,-10.08,0.03,4.18
2919,GladysKnight,66,-6.85,0.04,4.17
2920,GWAR,59,-5.2,0.05,4.17
2921,JasonMraz,20,-11.14,0.03,4.17
2922,LeeAnnWomack,34,-13.28,0.05,4.14
2923,MartyStuart,29,-4.32,0.1,4.14
2924,MichaelBolton,80,-4.85,0.07,4.14
2925,Sade,60,-6.39,0.05,4.14
2926,Sugarland,49,-3.56,0.04,4.14
2927,TheBlackKeys,33,-10.63,0.03,3.45
2928,YolandaAdams,54,-10.49,0.07,4.14
2929,PriyankaChopra,64,-4.64,0.07,4.14
2930,Echosmith,76,-5.19,0.09,4.14
2931,AnthonyHamilton,29,-13.44,0.03,4.14
2932,BillKeith,44,-5.04,0.03,4.14
2933,Calibrefivezero,58,-4.91,0.04,4.11
2934,Chipmunk,70,-4.54,0.1,4.11
2935,CollectiveSoul,2,-11.28,0.04,4.11
2936,DefLeppard,28,-7.15,0.03,4.08
2937,IceCube,66,-11.39,0.06,4.08
2938,ErykahBadu,40,-7.31,0.03,4.08
2939,FlavorFlav,33,-5.45,0.23,4.08
2940,JohnMayer,71,-5.53,0.04,4.07
2941,KidInk,47,-6.04,0.34,4.07
2942,LosTigresdelNorte,18,-5.48,0.13,4.07
2943,LindsayEll,45,-7.59,0.03,4.07
2944,LynyrdSkynyrd,28,-4.57,0.06,4.07
2945,MindlessBehavior,80,-5.71,0.34,4.07
2946,PistolAnnies,8,-7.43,0.04,4.07
2947,RodneyAtkins,34,-7.48,0.05,4.07
2948,Shaggy,56,-4.93,0.04,4.07
2949,T-Pain,22,-12.24,0.21,4.07
2950,TinaTurner,55,-4.97,0.04,4.05
2951,Tool,51,-2.67,0.15,4.05
2952,TrishaYearwood,59,-5.73,0.04,4.05
2953,WaylonJennings,82,-5.23,0.07,4.05
2954,TheLacs,48,-6.96,0.16,4.05
2955,TheChainsmokers,67,-7.97,0.25,4.05
2956,HAVICdynasty,34,-6.06,0.02,4.05
2957,NickFestari,53,-5.04,0.03,4.04
2958,ninetynine,58,-6.9,0.04,4.04
2959,Alabama,46,-3.42,0.11,3.04
2960,BlackberrySmoke,32,-6.98,0.05,4.04
2961,BustaRhymes,25,-10.72,0.03,7.02
2962,ChrisIsaak,71,-3.73,0.13,4.03
2963,DavidBowie,27,-7.51,0.06,4.03
2964,DavidCook,29,-4.26,0.04,4.03
2965,DonOmar,30,-7.93,0.03,4.03
2966,HotChelleRae,14,-10.76,0.04,4.03
2967,JessicaSimpson,34,-11.14,0.06,4.03
2968,JoDeeMessina,57,-4.88,0.06,4.03
2969,LorettaLynn,43,-3.4,0.04,4.03
2970,MarilynManson,43,-6.45,0.08,4.03
2971,Maxwell,37,-4.93,0.06,4.03
2972,MontgomeryGentry,76,-5.16,0.08,4.03
2973,Monica,76,-15.35,0.03,4.01
2974,NewKidsontheBlock,46,-6.24,0.06,4.01
2975,PinkFloyd,32,-8.01,0.03,4.01
2976,PiercetheVeil,31,-7.09,0.04,4.01
2977,PorterWagoner,56,-8.2,0.38,4.01
2978,Queen,51,-11.71,0.1,4.01
2979,YoungJeezy,41,-3.34,0.05,4.01
2980,StevePerry,65,-8.47,0.05,3.26
2981,TanyaTucker,22,-12.07,0.5,4.01
2982,TheSpillCanvas,42,-7.31,0.04,4.01
2983,TomJones,62,-11.56,0.04,4.01
2984,Tyrese,46,-10.07,0.04,3.98
2985,Whitesnake,43,-5.5,0.09,3.98
2986,Will.I.Am,26,-4.09,0.16,3.98
2987,YG,34,-7.2,0.03,3.97
2988,SammyArriaga,40,-8.14,0.11,3.97
2989,MoPitney,33,-3.79,0.04,3.97
2990,RichGang,76,-5.55,0.14,3.97
2991,Years&Years,51,-8.79,0.5,3.97
2992,JacquieLee,73,-8.46,0.17,3.97
2993,RaeSremmurd,33,-4.02,0.11,3.97
2994,Aerosmith,28,-7.17,0.03,3.97
2995,ABBA,56,-4.96,0.14,3.97
2996,BeastieBoys,33,-5.61,0.03,3.97
2997,B.o.B,30,-11.02,0.03,4.07
2998,Cee-LoGreen,63,-4.74,0.05,3.97
2999,ChrisLeDoux,24,-6.19,0.05,3.96
3000,Genesis,34,-3.33,0.77,4.44
3001,Joey+Rory,60,-4.96,0.05,11.61
3002,DraacoAventura,54,-7.23,0.04,11.61
3003,JustinBieber,35,-8.33,0.05,11.61
3004,PeervanMladen,66,-6.53,0.06,9.01
3005,ChrisJanson,53,-4.28,0.22,9.01
3006,OneDirection,53,0.88,0.11,9.01
3007,Drake,48,-9.65,0.1,9.01
3008,CarrieUnderwood,55,-9.92,0.03,3.11
3009,EdSheeran,29,-5.4,0.05,8.82
3010,TaylorSwift,14,-4.35,0.03,8.82
3011,SayWeCanFly,11,-8.59,0.03,4.33
3012,SelenaGomez,59,-5.19,0.07,8.82
3013,ChrisBrown,34,-7.62,0.05,8.52
3014,NickiMinaj,34,-12.07,0.03,4.44
3015,FifthHarmony,76,-10.16,0.05,8.52
3016,ThomasRhett,37,-6.52,0.04,8.52
3017,Eminem,14,-3.61,0.04,8.52
3018,BeyoncAc,31,-4.73,0.05,8.38
3019,MeghanTrainor,29,-5.94,0.02,8.38
3020,TwentyOnePilots,70,-5.8,0.06,8.38
3021,FettyWap,48,-8.07,0.04,8.34
3022,fiveSecondsOfSummer,44,-9.83,0.29,8.34
3023,JasonAldean,29,-9.45,0.11,8.34
3024,LukeBryan,44,-6.13,0.08,7.62
3025,BlakeShelton,44,-12.16,0.03,7.62
3026,Rihanna,55,-8.44,0.11,7.62
3027,ElvisPresley,73,-13.22,0.09,7.54
3028,ArianaGrande,35,-10.14,0.04,7.54
3029,JDShelburne,66,-6.51,0.04,7.54
3030,LilWayne,30,-6,0.09,7.23
3031,DemiLovato,81,-4.05,0.05,7.23
3032,Maroonfive,4,-4.29,0.09,7.23
3033,SamHunt,49,-3.65,0.14,7.21
3034,GeorgeStrait,42,-7.33,0.15,7.21
3035,WizKhalifa,16,-20.32,0.04,3.5
3036,MirandaLambert,29,-3.99,0.06,7.21
3037,DJKhaled,47,-15.17,0.04,2.82
3038,PornoforPyros,47,-9.28,0.04,7.02
3039,KatyPerry,37,-12.83,0.04,7.02
3040,MileyCyrus,44,-6.49,0.12,7.02
3041,TimMcGraw,63,-6.87,0.03,7.02
3042,TheWeeknd,44,-6.5,0.03,6.9
3043,Macklemore&RyanLewis,55,-7.5,0.08,6.9
3044,EllieGoulding,55,-9.36,0.04,6.9
3045,MichaelJackson,49,-9.1,0.03,6.9
3046,RascalFlatts,37,-7.41,0.07,6.84
3047,BritneySpears,56,-8.21,0.04,6.84
3048,ZacBrownBand,47,-19.2,0.04,6.84
3049,HeartytwoRaw,49,-7.55,0.04,6.79
3050,Future,48,-4.25,0.04,6.79
3051,LadyAntebellum,55,-9.93,0.03,3.39
3052,AdamLevine,28,-10.36,0.12,6.79
3053,JanetJackson,47,-9.18,0.04,6.76
3054,KeithUrban,77,-8.9,0.04,6.76
3055,SamSmith,53,-11.49,0.04,6.76
3056,JasonDerulo,18,-13.89,0.03,6.76
3057,ToriKelly,9,-10.52,0.06,6.48
3058,twoPac,34,-6.58,0.03,6.48
3059,Ciara,41,-4.87,0.09,6.48
3060,OldDominion,49,-9.34,0.03,6.48
3061,RandyHouser,20,-9.57,0.06,3.58
3062,EricChurch,59,-3.96,0.04,6.26
3063,Shakira,38,-9.42,0.03,6.26
3064,BrunoMars,56,-4.78,0.3,6.26
3065,LittleBigTown,26,-7.57,0.03,6.24
3066,RickRoss,41,-15.79,0.15,6.24
3067,TobyKeith,35,-9.33,0.42,6.24
3068,BrianCollins,30,-3.06,0.1,6.24
3069,Sia,54,-6.41,0.06,6.18
3070,DixieChicks,24,-8.52,0.03,6.18
3071,KanyeWest,63,-6.27,0.14,6.18
3072,ShaniaTwain,68,-5.67,0.08,6.11
3073,EnriqueIglesias,43,-7.98,0.04,6.11
3074,TheBandPerry,41,-4.91,0.03,6.11
3075,KelliePickler,57,-6.52,0.03,6.1
3076,RandyOwen,42,-6.46,0.05,6.1
3077,KelseaBallerini,79,-5.69,0.04,6.1
3078,LanaDelRey,71,-15.47,0.03,6.06
3079,FreddieMercury,33,-10.39,0.05,6.06
3080,MartinGarrix,44,-4.87,0.04,6.06
3081,BrettEldredge,41,-4.3,0.12,6.06
3082,TreySongz,55,-11.48,0.18,3.81
3083,YoungThug,43,-14.54,0.07,6.02
3084,MariahCarey,63,-12.44,0.03,6.02
3085,JenniferLopez,35,-13.45,0.03,6.02
3086,ShawnMendes,81,-11.38,0.04,4.98
3087,Halsey,45,-6.06,0.05,5.98
3088,TheXX,13,-13.7,0.04,5.98
3089,KurtStevens,41,-19.54,0.03,2.72
3090,R.Kelly,51,-5.21,0.08,5.98
3091,fivezeroCent,41,-5.15,0.05,5.97
3092,KennyChesney,62,-11.75,0.03,5.97
3093,LinkinPark,44,-11.51,0.41,5.97
3094,Akon,66,-11.63,0.03,3.59
3095,AvengedSevenfold,60,-8.02,0.1,5.93
3096,JohnLegend,28,-6.17,0.1,5.93
3097,ColeSwindell,38,-2.49,0.06,5.93
3098,JustinMoore,3,-9.14,0.14,5.93
3099,Jewel,24,-13.58,0.06,5.93
3100,Maddie&Tae,25,-3.28,0.07,5.93
3101,ChrisYoung,63,-8.51,0.22,5.78
3102,HunterHayes,22,-11.82,0.04,5.78
3103,CanaanSmith,71,-6.02,0.03,2.48
3104,Madonna,55,-6.17,0.03,5.78
3105,AlbertPhillips,28,-6.25,0.11,5.78
3106,BrantleyGilbert,55,-5.22,0.04,5.74
3107,Coldplay,44,-5.63,0.05,5.74
3108,JayZ,65,-3.23,0.04,5.74
3109,LadyGaga,11,-4.56,0.11,5.74
3110,LilFizz,44,-7.68,0.05,5.66
3111,IggyAzalea,66,-11.94,0.03,5.66
3112,ChaseRice,40,-16.64,0.04,3.55
3113,DanielleBradbery,59,-1.8,0.08,5.66
3114,DustinLynch,42,-4.01,0.04,5.65
3115,KaceyMusgraves,44,-6.37,0.03,5.65
3116,AlanJackson,16,-11.5,0.07,2.81
3117,BackstreetBoys,47,-8.26,0.04,5.65
3118,HankWilliamsJr,19,-6.99,0.05,5.65
3119,TheVamps,38,-9.58,0.05,5.65
3120,JadenSmith,59,-10.51,0.05,3.34
3121,JoJo,57,-9.9,0.06,5.65
3122,KendrickLamar,42,-11.64,0.03,6.06
3123,BeckyG,43,-7.27,0.02,5.58
3124,JoshTurner,62,-5.14,0.05,5.58
3125,BradPaisley,50,-12.8,0.04,5.58
3126,GwenStefani,57,-3.92,0.06,5.47
3127,MikelKnight,60,-11.93,0.03,5.47
3128,RachelPlatten,52,-18.25,0.03,5.47
3129,RebaMcEntire,28,-10.16,0.04,5.47
3130,DariusRucker,37,-7.23,0.23,5.42
3131,FloridaGeorgiaLine,56,-6.53,0.07,5.42
3132,BarbraStreisand,50,-11.17,0.25,5.42
3133,FallOutBoy,45,-10.91,0.05,5.4
3134,Prince,50,-8.98,0.09,5.4
3135,K.Michelle,48,-5.19,0.07,5.4
3136,LittleMix,10,-11.76,0.06,5.38
3137,BLACKBEAR,38,-11.89,0.03,5.38
3138,CalvinHarris,54,-5.33,0.04,5.38
3139,JanaKramer,32,-6.71,0.03,5.38
3140,KennyRogers,69,-5.46,0.15,5.38
3141,T.I.,38,-6.94,0.04,5.38
3142,TroyeSivan,41,-12.93,0.04,5.74
3143,BrothersOsborne,30,-11.64,0.06,5.38
3144,RitaOra,7,-7.19,0.06,3.18
3145,TLC,71,-5.27,0.08,2.85
3146,Aaliyah,21,-6.06,0.05,5.26
3147,KirkFranklin,23,-4.97,0.11,5.26
3148,KidRock,30,-11.8,0.03,5.26
3149,Skrillex,66,-5.58,0.04,5.22
3150,EdRoman,69,-5.43,0.03,5.22
3151,DonWilliams,50,-4.9,0.03,5.22
3152,Lonestar,34,-14.7,0.04,6.9
3153,Nelly,49,-5.15,0.07,5.21
3154,WillieNelson,30,-8.03,0.04,4.76
3155,Zonke,65,-4.9,0.06,5.19
3156,CharliXCX,17,-8,0.03,5.19
3157,XAmbassadors,32,-5.27,0.04,5.19
3158,JessieJ,41,-4.73,0.11,5.18
3159,Westlife,48,-9.72,0.05,5.18
3160,Tinashe,42,-5.72,0.12,5.18
3161,DMX,37,-7.8,0.03,5.18
3162,MeekMill,19,-4.48,0.05,5.18
3163,Usher,41,-13.62,0.16,5.18
3164,BRANDYCLARK,58,-4.7,0.04,5.16
3165,DollyParton,32,-6.6,0.12,5.16
3166,FooFighters,37,-6.56,0.03,5.16
3167,MarkWills,33,-10.62,0.04,5.15
3168,PrinceRoyce,39,-2.69,0.22,5.15
3169,Pentatonix,42,-6.21,0.04,5.15
3170,FloRida,39,-4.04,0.08,5.14
3171,WhitneyHouston,55,-12.37,0.06,5.14
3172,AvrilLavigne,30,-5.67,0.07,5.14
3173,PharrellWilliams,17,-11.11,0.03,5.09
3174,DwightYoakam,24,-5.74,0.31,5.09
3175,LeeBrice,33,-10.47,0.04,5.09
3176,BarbaraMandrell,30,-11.5,0.03,5.09
3177,BlackVeilBrides,79,-6.12,0.03,2.41
3178,JameyJohnson,23,-8.37,0.04,5.09
3179,JimmyFortune,47,-7.95,0.03,5.08
3180,YonnieMcfly,28,-7.93,0.08,5.08
3181,JohnnyCash,43,-9.07,0.08,5.08
3182,NickJonas,60,-2.98,0.44,5.07
3183,VinceGill,70,-3,0.04,5.07
3184,ImagineDragons,90,-3.82,0.08,3.07
3185,JakeOwen,20,-8.29,0.06,5.07
3186,LarryHernandez,99,-5.04,0.15,2.97
3187,MartinaMcBride,59,-6.78,0.05,5.06
3188,ColtFord,75,-6.79,0.03,5.06
3189,DierksBentley,46,-13.14,0.11,5.06
3190,GunsN'Roses,33,-14.35,0.04,5.06
3191,JustinTimberlake,75,-4.26,0.06,5.03
3192,KellyClarkson,57,-6.74,0.06,5.03
3193,Metallica,51,-5.23,0.08,5.03
3194,ScottyMcCreery,64,-9.07,0.05,5.03
3195,TheWeekend,32,-9.79,0.04,5.03
3196,BimSkalaBim,52,-8.13,0.03,5.03
3197,MarkRonson,55,-20.92,0.04,5.02
3198,MerleHaggard,48,-4.7,0.1,5.02
3199,BeaMiller,38,-6.79,0.04,5.02
3200,AlessiaCara,57,-4.45,0.06,5.02
3201,AThousandHorses,35,-5.39,0.12,5.02
3202,Brooks&Dunn,10,-14.16,0.54,5.02
3203,ElleKing,40,-7.97,0.03,5.02
3204,RodStewart,72,-7.25,0.07,4.77
3205,TheCadillacThree,34,-5.25,0.13,4.98
3206,JacobWhitesides,33,-7.77,0.05,4.98
3207,JaRule,32,-6.25,0.11,4.98
3208,LaurenAlaina,29,-6.68,0.03,4.98
3209,MarcAnthony,48,-8.71,0.26,4.96
3210,TheGame,78,-5.93,0.31,2.58
3211,ThePussycatDolls,52,-3.94,0.06,4.96
3212,TylerFarr,64,-3.23,0.14,4.96
3213,ClareDunn,58,-5.09,0.05,2.72
3214,AdamLambert,15,-5.84,0.19,4.94
3215,AndreaBocelli,39,-6.47,0.05,4.94
3216,GaryAllan,71,-7.48,0.28,4.59
3217,GeorgeJones,27,-11.39,0.04,4.94
3218,JoeJonas,61,-7.5,0.03,3.21
3219,KrystalKeith,51,-4.07,0.04,4.94
3220,RayCharles,47,-15.32,0.05,3.97
3221,RedHotChiliPeppers,43,-6.33,0.04,4.91
3222,TheOakRidgeBoys,49,-3.69,0.09,4.91
3223,KevinGates,25,-4.07,0.03,4.91
3224,CassadeePope,46,-5.26,0.17,4.9
3225,AugustAlsina,22,-9.04,0.04,4.34
3226,RichHomieQuan,17,-9.27,0.06,4.9
3227,AirSupply,73,-5.7,0.05,4.9
3228,Brandy,43,-5.92,0.35,4.9
3229,OneRepublic,40,-16.84,0.08,3.07
3230,Pitbull,35,-9.4,0.14,4.9
3231,RobinThicke,53,-7.6,0.03,4.9
3232,SnoopDogg,43,-5.62,0.06,4.86
3233,TravisTritt,27,-8.49,0.12,4.86
3234,Chvrches,48,-3.96,0.04,4.86
3235,Lorde,37,-11.72,0.06,4.85
3236,AlisonKrauss,17,-6.45,0.04,4.85
3237,AAPRocky,33,-9.91,0.04,4.85
3238,Jeremih,33,-6.65,0.04,4.83
3239,Panic!AttheDisco,34,-8.67,0.04,3.48
3240,SherylCrow,60,-7.1,0.07,4.83
3241,TraceAdkins,37,-8.28,0.03,4.83
3242,Tyga,8,-14.27,0.03,4.35
3243,RubyRose,68,-5.86,0.03,4.81
3244,BoneThugs-n-Harmony,41,-4.69,0.11,4.81
3245,DavidNail,13,-4.17,0.05,4.81
3246,DuranDuran,38,-13.9,0.04,2.3
3247,KipMoore,41,-5.39,0.08,4.79
3248,Wallpaper.,65,-4.03,0.36,4.79
3249,DejLoaf,35,-3.78,0.04,4.79
3250,AshleyMonroe,17,-3.85,0.05,4.79
3251,ChristinaAguilera,56,-2.44,0.04,4.79
3252,DianaRoss,43,-2.24,0.11,4.79
3253,LucianoPavarotti,60,-11.43,0.04,4.78
3254,LuckyDube,77,-5.84,0.23,2.64
3255,Nas,18,-6.39,0.04,4.78
3256,NorahJones,40,-5.27,0.07,3.28
3257,MasonNoise,37,-7.71,0.14,4.78
3258,MadelynVictoria,32,-10.46,0.04,4.78
3259,AliciaKeys,34,-6.98,0.04,4.77
3260,Avicii,67,-7.51,0.04,4.77
3261,BryanAdams,83,-8.95,0.04,4.77
3262,FaithHill,55,-9.77,0.04,4.77
3263,MGK,46,-10.58,0.08,4.76
3264,Scarface,60,-3.5,0.22,4.76
3265,AustinMahone,56,-14.38,0.04,4.76
3266,Disclosure,48,-3.65,0.1,4.76
3267,JamesBay,44,-7.9,0.05,4.72
3268,XanderDemos,72,-5.55,0.05,4.72
3269,JonyPrivat,30,-4.1,0.06,4.72
3270,CharliePuth,69,-8.68,0.03,4.72
3271,AmyWinehouse,39,-6.9,0.04,4.72
3272,G-Eazy,49,-21.75,0.04,4.72
3273,GretchenWilson,20,-4.17,0.12,4.7
3274,JhenAcAiko,52,-6.14,0.03,4.7
3275,Mumford&Sons,16,-9.51,0.03,4.7
3276,Nickelback,87,-6.96,0.05,4.7
3277,SaraEvans,31,-14.01,0.03,4.69
3278,SeanPaul,33,-8.58,0.04,4.69
3279,SpiceGirls,69,-7.95,0.15,4.69
3280,Train,51,-14.16,0.04,5.02
3281,WilliamMichaelMorgan,54,-8.28,0.03,4.69
3282,thtthe,76,-7.09,0.05,2.74
